client_id,path,sentence,up_votes,down_votes,age,gender,accents,locale,segment
ddd8c836e742554a8fec6bedbb44a728a7c78bac3d3ba044b7ff61b43166db40b5efd83b31c252aadbcf3d3f24b407e90c17b5b94b3f78e3809bd1ffe701dcf4,common_voice_es_31853724.mp3,"Sancho Panza les dice que la ciudad está detrás de ""esos molinos"".",2,0,fourties,male,"España: Norte peninsular (Asturias, Castilla y León, Cantabria, País Vasco, Navarra, Aragón, La Rioja, Guadalajara, Cuenca)",es,
ddd8c836e742554a8fec6bedbb44a728a7c78bac3d3ba044b7ff61b43166db40b5efd83b31c252aadbcf3d3f24b407e90c17b5b94b3f78e3809bd1ffe701dcf4,common_voice_es_31853753.mp3,No me toques los huevos que me conozco,2,0,fourties,male,"España: Norte peninsular (Asturias, Castilla y León, Cantabria, País Vasco, Navarra, Aragón, La Rioja, Guadalajara, Cuenca)",es,
ddd8c836e742554a8fec6bedbb44a728a7c78bac3d3ba044b7ff61b43166db40b5efd83b31c252aadbcf3d3f24b407e90c17b5b94b3f78e3809bd1ffe701dcf4,common_voice_es_31879363.mp3,Trata sobre el suicidio como fenómeno social.,2,0,fourties,male,"España: Norte peninsular (Asturias, Castilla y León, Cantabria, País Vasco, Navarra, Aragón, La Rioja, Guadalajara, Cuenca)",es,
ddd8c836e742554a8fec6bedbb44a728a7c78bac3d3ba044b7ff61b43166db40b5efd83b31c252aadbcf3d3f24b407e90c17b5b94b3f78e3809bd1ffe701dcf4,common_voice_es_31879629.mp3,Como adjetivo se suele emplear occidental.,2,0,fourties,male,"España: Norte peninsular (Asturias, Castilla y León, Cantabria, País Vasco, Navarra, Aragón, La Rioja, Guadalajara, Cuenca)",es,
ddd8c836e742554a8fec6bedbb44a728a7c78bac3d3ba044b7ff61b43166db40b5efd83b31c252aadbcf3d3f24b407e90c17b5b94b3f78e3809bd1ffe701dcf4,common_voice_es_31879738.mp3,Hugh Blair y su hermana Katherine Blair.,2,0,fourties,male,"España: Norte peninsular (Asturias, Castilla y León, Cantabria, País Vasco, Navarra, Aragón, La Rioja, Guadalajara, Cuenca)",es,
ddd8c836e742554a8fec6bedbb44a728a7c78bac3d3ba044b7ff61b43166db40b5efd83b31c252aadbcf3d3f24b407e90c17b5b94b3f78e3809bd1ffe701dcf4,common_voice_es_31879991.mp3,"Realizó extensas expediciones botánicas por Nueva Caledonia, Francia, Irlanda, Gran Bretaña, República Centroafricana",2,0,fourties,male,"España: Norte peninsular (Asturias, Castilla y León, Cantabria, País Vasco, Navarra, Aragón, La Rioja, Guadalajara, Cuenca)",es,
ddd8c836e742554a8fec6bedbb44a728a7c78bac3d3ba044b7ff61b43166db40b5efd83b31c252aadbcf3d3f24b407e90c17b5b94b3f78e3809bd1ffe701dcf4,common_voice_es_31900305.mp3,El km.,2,0,fourties,male,"España: Norte peninsular (Asturias, Castilla y León, Cantabria, País Vasco, Navarra, Aragón, La Rioja, Guadalajara, Cuenca)",es,
ddd8c836e742554a8fec6bedbb44a728a7c78bac3d3ba044b7ff61b43166db40b5efd83b31c252aadbcf3d3f24b407e90c17b5b94b3f78e3809bd1ffe701dcf4,common_voice_es_31900308.mp3,"Dentro del alfar, siguiendo la tradición, trabajan oficiales, peones y aprendices.",2,0,fourties,male,"España: Norte peninsular (Asturias, Castilla y León, Cantabria, País Vasco, Navarra, Aragón, La Rioja, Guadalajara, Cuenca)",es,
ddd8c836e742554a8fec6bedbb44a728a7c78bac3d3ba044b7ff61b43166db40b5efd83b31c252aadbcf3d3f24b407e90c17b5b94b3f78e3809bd1ffe701dcf4,common_voice_es_31900362.mp3,Fue una figura carismática.,2,0,fourties,male,"España: Norte peninsular (Asturias, Castilla y León, Cantabria, País Vasco, Navarra, Aragón, La Rioja, Guadalajara, Cuenca)",es,
ddd8c836e742554a8fec6bedbb44a728a7c78bac3d3ba044b7ff61b43166db40b5efd83b31c252aadbcf3d3f24b407e90c17b5b94b3f78e3809bd1ffe701dcf4,common_voice_es_31900409.mp3,"Puede crecer en lugares secos, arenosos, en condiciones salinas, como las playas y marismas.",2,0,fourties,male,"España: Norte peninsular (Asturias, Castilla y León, Cantabria, País Vasco, Navarra, Aragón, La Rioja, Guadalajara, Cuenca)",es,
ddd8c836e742554a8fec6bedbb44a728a7c78bac3d3ba044b7ff61b43166db40b5efd83b31c252aadbcf3d3f24b407e90c17b5b94b3f78e3809bd1ffe701dcf4,common_voice_es_31900450.mp3,Los Ángeles o Angeli eran una familia noble.,2,0,fourties,male,"España: Norte peninsular (Asturias, Castilla y León, Cantabria, País Vasco, Navarra, Aragón, La Rioja, Guadalajara, Cuenca)",es,
ddd8c836e742554a8fec6bedbb44a728a7c78bac3d3ba044b7ff61b43166db40b5efd83b31c252aadbcf3d3f24b407e90c17b5b94b3f78e3809bd1ffe701dcf4,common_voice_es_31900533.mp3,Se lo encuentra en los estratos del cretácico y del terciario.,2,0,fourties,male,"España: Norte peninsular (Asturias, Castilla y León, Cantabria, País Vasco, Navarra, Aragón, La Rioja, Guadalajara, Cuenca)",es,
ddd8c836e742554a8fec6bedbb44a728a7c78bac3d3ba044b7ff61b43166db40b5efd83b31c252aadbcf3d3f24b407e90c17b5b94b3f78e3809bd1ffe701dcf4,common_voice_es_31900541.mp3,"Durante ese lapso lanzaron nueve álbumes de estudio, tres de ellos en español.",2,0,fourties,male,"España: Norte peninsular (Asturias, Castilla y León, Cantabria, País Vasco, Navarra, Aragón, La Rioja, Guadalajara, Cuenca)",es,
ddd8c836e742554a8fec6bedbb44a728a7c78bac3d3ba044b7ff61b43166db40b5efd83b31c252aadbcf3d3f24b407e90c17b5b94b3f78e3809bd1ffe701dcf4,common_voice_es_31917296.mp3,Habita en Estados Unidos y se extiende hasta Guatemala.,2,0,fourties,male,"España: Norte peninsular (Asturias, Castilla y León, Cantabria, País Vasco, Navarra, Aragón, La Rioja, Guadalajara, Cuenca)",es,
ddd8c836e742554a8fec6bedbb44a728a7c78bac3d3ba044b7ff61b43166db40b5efd83b31c252aadbcf3d3f24b407e90c17b5b94b3f78e3809bd1ffe701dcf4,common_voice_es_31917469.mp3,Se le puede considerar como la cámara alta del parlamento esloveno.,2,0,fourties,male,"España: Norte peninsular (Asturias, Castilla y León, Cantabria, País Vasco, Navarra, Aragón, La Rioja, Guadalajara, Cuenca)",es,
ddd8c836e742554a8fec6bedbb44a728a7c78bac3d3ba044b7ff61b43166db40b5efd83b31c252aadbcf3d3f24b407e90c17b5b94b3f78e3809bd1ffe701dcf4,common_voice_es_31945500.mp3,"Usualmente, la palabra fierro es un arcaísmo en el nombre del patrimonio.",2,0,fourties,male,"España: Norte peninsular (Asturias, Castilla y León, Cantabria, País Vasco, Navarra, Aragón, La Rioja, Guadalajara, Cuenca)",es,
ddd8c836e742554a8fec6bedbb44a728a7c78bac3d3ba044b7ff61b43166db40b5efd83b31c252aadbcf3d3f24b407e90c17b5b94b3f78e3809bd1ffe701dcf4,common_voice_es_32087871.mp3,La compañía se especializa en la producción de jugo de naranja.,2,0,fourties,male,"España: Norte peninsular (Asturias, Castilla y León, Cantabria, País Vasco, Navarra, Aragón, La Rioja, Guadalajara, Cuenca)",es,
ddd8c836e742554a8fec6bedbb44a728a7c78bac3d3ba044b7ff61b43166db40b5efd83b31c252aadbcf3d3f24b407e90c17b5b94b3f78e3809bd1ffe701dcf4,common_voice_es_32162410.mp3,Pero cada uno de los dos magnates empresariales tenía sus propios intereses.,2,0,fourties,male,"España: Norte peninsular (Asturias, Castilla y León, Cantabria, País Vasco, Navarra, Aragón, La Rioja, Guadalajara, Cuenca)",es,
ddd8c836e742554a8fec6bedbb44a728a7c78bac3d3ba044b7ff61b43166db40b5efd83b31c252aadbcf3d3f24b407e90c17b5b94b3f78e3809bd1ffe701dcf4,common_voice_es_32206316.mp3,Es la lengua usada en las administraciones y en el sistema escolar.,2,0,fourties,male,"España: Norte peninsular (Asturias, Castilla y León, Cantabria, País Vasco, Navarra, Aragón, La Rioja, Guadalajara, Cuenca)",es,
ddd8c836e742554a8fec6bedbb44a728a7c78bac3d3ba044b7ff61b43166db40b5efd83b31c252aadbcf3d3f24b407e90c17b5b94b3f78e3809bd1ffe701dcf4,common_voice_es_32210221.mp3,Forma parte del Partido de la Izquierda Europea.,2,0,fourties,male,"España: Norte peninsular (Asturias, Castilla y León, Cantabria, País Vasco, Navarra, Aragón, La Rioja, Guadalajara, Cuenca)",es,
ddd8c836e742554a8fec6bedbb44a728a7c78bac3d3ba044b7ff61b43166db40b5efd83b31c252aadbcf3d3f24b407e90c17b5b94b3f78e3809bd1ffe701dcf4,common_voice_es_32210265.mp3,"Sus apariciones radiofónicas fueron bien recibidas por los holandeses, que tuvieron que escucharlas clandestinamente.",2,0,fourties,male,"España: Norte peninsular (Asturias, Castilla y León, Cantabria, País Vasco, Navarra, Aragón, La Rioja, Guadalajara, Cuenca)",es,
ddd8c836e742554a8fec6bedbb44a728a7c78bac3d3ba044b7ff61b43166db40b5efd83b31c252aadbcf3d3f24b407e90c17b5b94b3f78e3809bd1ffe701dcf4,common_voice_es_32230026.mp3,"Falleció en la Batalla de Maella, en la que fue derrotado por Ramón Cabrera.",2,0,fourties,male,"España: Norte peninsular (Asturias, Castilla y León, Cantabria, País Vasco, Navarra, Aragón, La Rioja, Guadalajara, Cuenca)",es,
ddd8c836e742554a8fec6bedbb44a728a7c78bac3d3ba044b7ff61b43166db40b5efd83b31c252aadbcf3d3f24b407e90c17b5b94b3f78e3809bd1ffe701dcf4,common_voice_es_32230039.mp3,"Se trata de un lago de origen vulcano-tectónico, joven, relativamente profundo para su extensión.",2,0,fourties,male,"España: Norte peninsular (Asturias, Castilla y León, Cantabria, País Vasco, Navarra, Aragón, La Rioja, Guadalajara, Cuenca)",es,
ddd8c836e742554a8fec6bedbb44a728a7c78bac3d3ba044b7ff61b43166db40b5efd83b31c252aadbcf3d3f24b407e90c17b5b94b3f78e3809bd1ffe701dcf4,common_voice_es_32238816.mp3,"Creado completamente como simple un hobby por el programador, Andy McLaughlin.",2,0,fourties,male,"España: Norte peninsular (Asturias, Castilla y León, Cantabria, País Vasco, Navarra, Aragón, La Rioja, Guadalajara, Cuenca)",es,
ddd8c836e742554a8fec6bedbb44a728a7c78bac3d3ba044b7ff61b43166db40b5efd83b31c252aadbcf3d3f24b407e90c17b5b94b3f78e3809bd1ffe701dcf4,common_voice_es_32246337.mp3,Su dorso es color oliva y su vientre blanco amarillento.,2,0,fourties,male,"España: Norte peninsular (Asturias, Castilla y León, Cantabria, País Vasco, Navarra, Aragón, La Rioja, Guadalajara, Cuenca)",es,
ddd8c836e742554a8fec6bedbb44a728a7c78bac3d3ba044b7ff61b43166db40b5efd83b31c252aadbcf3d3f24b407e90c17b5b94b3f78e3809bd1ffe701dcf4,common_voice_es_32246340.mp3,La canción alcanzó el primer lugar en las listas musicales de su país.,2,0,fourties,male,"España: Norte peninsular (Asturias, Castilla y León, Cantabria, País Vasco, Navarra, Aragón, La Rioja, Guadalajara, Cuenca)",es,
